"CleanupSiteID","FacilitySiteID","SiteName","AlternateSiteNames","SiteStatus","Address","City","ZipCode","County","Region","ResponsibleUnit","Latitude","Longitude","Acreage","PublicFundingAmount","PrivateFundingAmount","PublicRedevelopmentPercent","PrivateRedevelopmentPercent","HabitatRestoration","ContaminantName","GroundWater","SurfaceWater","Soil","Sediment","Air","Bedrock"
"12482","20859","Quiet Cove","","Cleanup Started","202 O AVE","ANACORTES","98221","Skagit","Northwest","Headquarters","48.52047","-122.61457","1","$200,000.00","","","","False","Arsenic","Suspected","","Confirmed Above Cleanup Levels","","",""
"12482","20859","Quiet Cove","","Cleanup Started","202 O AVE","ANACORTES","98221","Skagit","Northwest","Headquarters","48.52047","-122.61457","1","$200,000.00","","","","False","Benzene","Suspected","","Confirmed Above Cleanup Levels","","",""
"12482","20859","Quiet Cove","","Cleanup Started","202 O AVE","ANACORTES","98221","Skagit","Northwest","Headquarters","48.52047","-122.61457","1","$200,000.00","","","","False","Lead","Suspected","","Below Cleanup Levels","","",""
"12482","20859","Quiet Cove","","Cleanup Started","202 O AVE","ANACORTES","98221","Skagit","Northwest","Headquarters","48.52047","-122.61457","1","$200,000.00","","","","False","Mercury","Suspected","","Below Cleanup Levels","","",""
"12482","20859","Quiet Cove","","Cleanup Started","202 O AVE","ANACORTES","98221","Skagit","Northwest","Headquarters","48.52047","-122.61457","1","$200,000.00","","","","False","Methyl tertiary-butyl ether","","","Suspected","","",""
"12482","20859","Quiet Cove","","Cleanup Started","202 O AVE","ANACORTES","98221","Skagit","Northwest","Headquarters","48.52047","-122.61457","1","$200,000.00","","","","False","Other Halogenated Organics","","","Suspected","","",""
"12482","20859","Quiet Cove","","Cleanup Started","202 O AVE","ANACORTES","98221","Skagit","Northwest","Headquarters","48.52047","-122.61457","1","$200,000.00","","","","False","Petroleum-Diesel","","","Confirmed Above Cleanup Levels","","",""
"12482","20859","Quiet Cove","","Cleanup Started","202 O AVE","ANACORTES","98221","Skagit","Northwest","Headquarters","48.52047","-122.61457","1","$200,000.00","","","","False","Petroleum-Gasoline","Suspected","","Confirmed Above Cleanup Levels","","",""
"12482","20859","Quiet Cove","","Cleanup Started","202 O AVE","ANACORTES","98221","Skagit","Northwest","Headquarters","48.52047","-122.61457","1","$200,000.00","","","","False","Petroleum-Other","","","Confirmed Above Cleanup Levels","","",""
"12482","20859","Quiet Cove","","Cleanup Started","202 O AVE","ANACORTES","98221","Skagit","Northwest","Headquarters","48.52047","-122.61457","1","$200,000.00","","","","False","Polychlorinated biPhenyls (PCB)","Suspected","","Below Cleanup Levels","","",""
"12482","20859","Quiet Cove","","Cleanup Started","202 O AVE","ANACORTES","98221","Skagit","Northwest","Headquarters","48.52047","-122.61457","1","$200,000.00","","","","False","Polycyclic Aromatic Hydrocarbons","Suspected","","Confirmed Above Cleanup Levels","","",""
"690","1384","MIDSTATE LAND CO","William Wilson","NFA","70 NW 2ND ST","STEVENSON","98648","Skamania","Southwest","Southwest","45.69474","-121.88036","0.5","$5,000.00","","","","False","Halogenated Organics","","","Remediated","","",""
"2569","9","Kimberly-Clark Worldwide","KIMBERLY CLARK CORP,KIMBERLY CLARK CORPORATION,KIMBERLY CLARK TISSUE CO EVERETT,Kimberly Clark Worldwide,KIMBERLY CLARK WORLDWIDE INC,SCOTT PAPER CO,SCOTT PAPER CO EVERETT,SCOTT PAPER CO UST 5351","Cleanup Started","2600 FEDERAL AVE","EVERETT","98201","Snohomish","Northwest","Headquarters","47.9857154758654","-122.216781807587","68","$200,000.00","","","","False","Arsenic","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","Confirmed Above Cleanup Levels","",""
"2569","9","Kimberly-Clark Worldwide","KIMBERLY CLARK CORP,KIMBERLY CLARK CORPORATION,KIMBERLY CLARK TISSUE CO EVERETT,Kimberly Clark Worldwide,KIMBERLY CLARK WORLDWIDE INC,SCOTT PAPER CO,SCOTT PAPER CO EVERETT,SCOTT PAPER CO UST 5351","Cleanup Started","2600 FEDERAL AVE","EVERETT","98201","Snohomish","Northwest","Headquarters","47.9857154758654","-122.216781807587","68","$200,000.00","","","","False","Bioassay Failure","","","","Confirmed Above Cleanup Levels","",""
"2569","9","Kimberly-Clark Worldwide","KIMBERLY CLARK CORP,KIMBERLY CLARK CORPORATION,KIMBERLY CLARK TISSUE CO EVERETT,Kimberly Clark Worldwide,KIMBERLY CLARK WORLDWIDE INC,SCOTT PAPER CO,SCOTT PAPER CO EVERETT,SCOTT PAPER CO UST 5351","Cleanup Started","2600 FEDERAL AVE","EVERETT","98201","Snohomish","Northwest","Headquarters","47.9857154758654","-122.216781807587","68","$200,000.00","","","","False","Conventional Contaminants, Inorganic","","","","Confirmed Above Cleanup Levels","",""
"2569","9","Kimberly-Clark Worldwide","KIMBERLY CLARK CORP,KIMBERLY CLARK CORPORATION,KIMBERLY CLARK TISSUE CO EVERETT,Kimberly Clark Worldwide,KIMBERLY CLARK WORLDWIDE INC,SCOTT PAPER CO,SCOTT PAPER CO EVERETT,SCOTT PAPER CO UST 5351","Cleanup Started","2600 FEDERAL AVE","EVERETT","98201","Snohomish","Northwest","Headquarters","47.9857154758654","-122.216781807587","68","$200,000.00","","","","False","Dioxin/Dibenzofuran Compounds","","","Confirmed Above Cleanup Levels","Confirmed Above Cleanup Levels","",""
"2569","9","Kimberly-Clark Worldwide","KIMBERLY CLARK CORP,KIMBERLY CLARK CORPORATION,KIMBERLY CLARK TISSUE CO EVERETT,Kimberly Clark Worldwide,KIMBERLY CLARK WORLDWIDE INC,SCOTT PAPER CO,SCOTT PAPER CO EVERETT,SCOTT PAPER CO UST 5351","Cleanup Started","2600 FEDERAL AVE","EVERETT","98201","Snohomish","Northwest","Headquarters","47.9857154758654","-122.216781807587","68","$200,000.00","","","","False","Halogenated Solvents","Suspected","","","","",""
"2569","9","Kimberly-Clark Worldwide","KIMBERLY CLARK CORP,KIMBERLY CLARK CORPORATION,KIMBERLY CLARK TISSUE CO EVERETT,Kimberly Clark Worldwide,KIMBERLY CLARK WORLDWIDE INC,SCOTT PAPER CO,SCOTT PAPER CO EVERETT,SCOTT PAPER CO UST 5351","Cleanup Started","2600 FEDERAL AVE","EVERETT","98201","Snohomish","Northwest","Headquarters","47.9857154758654","-122.216781807587","68","$200,000.00","","","","False","Lead","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"2569","9","Kimberly-Clark Worldwide","KIMBERLY CLARK CORP,KIMBERLY CLARK CORPORATION,KIMBERLY CLARK TISSUE CO EVERETT,Kimberly Clark Worldwide,KIMBERLY CLARK WORLDWIDE INC,SCOTT PAPER CO,SCOTT PAPER CO EVERETT,SCOTT PAPER CO UST 5351","Cleanup Started","2600 FEDERAL AVE","EVERETT","98201","Snohomish","Northwest","Headquarters","47.9857154758654","-122.216781807587","68","$200,000.00","","","","False","Mercury","Confirmed Above Cleanup Levels","","","Confirmed Above Cleanup Levels","",""
"2569","9","Kimberly-Clark Worldwide","KIMBERLY CLARK CORP,KIMBERLY CLARK CORPORATION,KIMBERLY CLARK TISSUE CO EVERETT,Kimberly Clark Worldwide,KIMBERLY CLARK WORLDWIDE INC,SCOTT PAPER CO,SCOTT PAPER CO EVERETT,SCOTT PAPER CO UST 5351","Cleanup Started","2600 FEDERAL AVE","EVERETT","98201","Snohomish","Northwest","Headquarters","47.9857154758654","-122.216781807587","68","$200,000.00","","","","False","Metals - Other","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","Confirmed Above Cleanup Levels","",""
"2569","9","Kimberly-Clark Worldwide","KIMBERLY CLARK CORP,KIMBERLY CLARK CORPORATION,KIMBERLY CLARK TISSUE CO EVERETT,Kimberly Clark Worldwide,KIMBERLY CLARK WORLDWIDE INC,SCOTT PAPER CO,SCOTT PAPER CO EVERETT,SCOTT PAPER CO UST 5351","Cleanup Started","2600 FEDERAL AVE","EVERETT","98201","Snohomish","Northwest","Headquarters","47.9857154758654","-122.216781807587","68","$200,000.00","","","","False","Other Deleterious Substances","","","","Suspected","",""
"2569","9","Kimberly-Clark Worldwide","KIMBERLY CLARK CORP,KIMBERLY CLARK CORPORATION,KIMBERLY CLARK TISSUE CO EVERETT,Kimberly Clark Worldwide,KIMBERLY CLARK WORLDWIDE INC,SCOTT PAPER CO,SCOTT PAPER CO EVERETT,SCOTT PAPER CO UST 5351","Cleanup Started","2600 FEDERAL AVE","EVERETT","98201","Snohomish","Northwest","Headquarters","47.9857154758654","-122.216781807587","68","$200,000.00","","","","False","Other Halogenated Organics","Suspected","","Suspected","Confirmed Above Cleanup Levels","",""
"2569","9","Kimberly-Clark Worldwide","KIMBERLY CLARK CORP,KIMBERLY CLARK CORPORATION,KIMBERLY CLARK TISSUE CO EVERETT,Kimberly Clark Worldwide,KIMBERLY CLARK WORLDWIDE INC,SCOTT PAPER CO,SCOTT PAPER CO EVERETT,SCOTT PAPER CO UST 5351","Cleanup Started","2600 FEDERAL AVE","EVERETT","98201","Snohomish","Northwest","Headquarters","47.9857154758654","-122.216781807587","68","$200,000.00","","","","False","Other Non-Halogenated Organics","Confirmed Above Cleanup Levels","","Suspected","Confirmed Above Cleanup Levels","",""
"2569","9","Kimberly-Clark Worldwide","KIMBERLY CLARK CORP,KIMBERLY CLARK CORPORATION,KIMBERLY CLARK TISSUE CO EVERETT,Kimberly Clark Worldwide,KIMBERLY CLARK WORLDWIDE INC,SCOTT PAPER CO,SCOTT PAPER CO EVERETT,SCOTT PAPER CO UST 5351","Cleanup Started","2600 FEDERAL AVE","EVERETT","98201","Snohomish","Northwest","Headquarters","47.9857154758654","-122.216781807587","68","$200,000.00","","","","False","Petroleum-Diesel","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","Suspected","",""
"2569","9","Kimberly-Clark Worldwide","KIMBERLY CLARK CORP,KIMBERLY CLARK CORPORATION,KIMBERLY CLARK TISSUE CO EVERETT,Kimberly Clark Worldwide,KIMBERLY CLARK WORLDWIDE INC,SCOTT PAPER CO,SCOTT PAPER CO EVERETT,SCOTT PAPER CO UST 5351","Cleanup Started","2600 FEDERAL AVE","EVERETT","98201","Snohomish","Northwest","Headquarters","47.9857154758654","-122.216781807587","68","$200,000.00","","","","False","Petroleum-Gasoline","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"2569","9","Kimberly-Clark Worldwide","KIMBERLY CLARK CORP,KIMBERLY CLARK CORPORATION,KIMBERLY CLARK TISSUE CO EVERETT,Kimberly Clark Worldwide,KIMBERLY CLARK WORLDWIDE INC,SCOTT PAPER CO,SCOTT PAPER CO EVERETT,SCOTT PAPER CO UST 5351","Cleanup Started","2600 FEDERAL AVE","EVERETT","98201","Snohomish","Northwest","Headquarters","47.9857154758654","-122.216781807587","68","$200,000.00","","","","False","Petroleum-Other","Suspected","","Confirmed Above Cleanup Levels","Suspected","",""
"2569","9","Kimberly-Clark Worldwide","KIMBERLY CLARK CORP,KIMBERLY CLARK CORPORATION,KIMBERLY CLARK TISSUE CO EVERETT,Kimberly Clark Worldwide,KIMBERLY CLARK WORLDWIDE INC,SCOTT PAPER CO,SCOTT PAPER CO EVERETT,SCOTT PAPER CO UST 5351","Cleanup Started","2600 FEDERAL AVE","EVERETT","98201","Snohomish","Northwest","Headquarters","47.9857154758654","-122.216781807587","68","$200,000.00","","","","False","Phenolic Compounds","","","","Confirmed Above Cleanup Levels","",""
"2569","9","Kimberly-Clark Worldwide","KIMBERLY CLARK CORP,KIMBERLY CLARK CORPORATION,KIMBERLY CLARK TISSUE CO EVERETT,Kimberly Clark Worldwide,KIMBERLY CLARK WORLDWIDE INC,SCOTT PAPER CO,SCOTT PAPER CO EVERETT,SCOTT PAPER CO UST 5351","Cleanup Started","2600 FEDERAL AVE","EVERETT","98201","Snohomish","Northwest","Headquarters","47.9857154758654","-122.216781807587","68","$200,000.00","","","","False","Polychlorinated biPhenyls (PCB)","","","Confirmed Above Cleanup Levels","Confirmed Above Cleanup Levels","",""
"2569","9","Kimberly-Clark Worldwide","KIMBERLY CLARK CORP,KIMBERLY CLARK CORPORATION,KIMBERLY CLARK TISSUE CO EVERETT,Kimberly Clark Worldwide,KIMBERLY CLARK WORLDWIDE INC,SCOTT PAPER CO,SCOTT PAPER CO EVERETT,SCOTT PAPER CO UST 5351","Cleanup Started","2600 FEDERAL AVE","EVERETT","98201","Snohomish","Northwest","Headquarters","47.9857154758654","-122.216781807587","68","$200,000.00","","","","False","Polycyclic Aromatic Hydrocarbons","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","Confirmed Above Cleanup Levels","",""
"4281","85223839","Interfor Pacific Inc","Crown Pacific,CROWN PACIFIC MARYSVILLE,GARKA MILL CO INC","Cleanup Started","60 STATE AVE","MARYSVILLE","98270","Snohomish","Northwest","Northwest","48.0470143838423","-122.176205130988","9.49","$331,000.00","","","","False","Arsenic","Confirmed Above Cleanup Levels","","","","",""
"4281","85223839","Interfor Pacific Inc","Crown Pacific,CROWN PACIFIC MARYSVILLE,GARKA MILL CO INC","Cleanup Started","60 STATE AVE","MARYSVILLE","98270","Snohomish","Northwest","Northwest","48.0470143838423","-122.176205130988","9.49","$331,000.00","","","","False","Benzene","Confirmed Above Cleanup Levels","","","","",""
"4281","85223839","Interfor Pacific Inc","Crown Pacific,CROWN PACIFIC MARYSVILLE,GARKA MILL CO INC","Cleanup Started","60 STATE AVE","MARYSVILLE","98270","Snohomish","Northwest","Northwest","48.0470143838423","-122.176205130988","9.49","$331,000.00","","","","False","Petroleum Products-Unspecified","Suspected","","Confirmed Above Cleanup Levels","","",""
"4281","85223839","Interfor Pacific Inc","Crown Pacific,CROWN PACIFIC MARYSVILLE,GARKA MILL CO INC","Cleanup Started","60 STATE AVE","MARYSVILLE","98270","Snohomish","Northwest","Northwest","48.0470143838423","-122.176205130988","9.49","$331,000.00","","","","False","Petroleum-Diesel","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"4281","85223839","Interfor Pacific Inc","Crown Pacific,CROWN PACIFIC MARYSVILLE,GARKA MILL CO INC","Cleanup Started","60 STATE AVE","MARYSVILLE","98270","Snohomish","Northwest","Northwest","48.0470143838423","-122.176205130988","9.49","$331,000.00","","","","False","Petroleum-Gasoline","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"4281","85223839","Interfor Pacific Inc","Crown Pacific,CROWN PACIFIC MARYSVILLE,GARKA MILL CO INC","Cleanup Started","60 STATE AVE","MARYSVILLE","98270","Snohomish","Northwest","Northwest","48.0470143838423","-122.176205130988","9.49","$331,000.00","","","","False","Petroleum-Other","Confirmed Above Cleanup Levels","","","","",""
"4281","85223839","Interfor Pacific Inc","Crown Pacific,CROWN PACIFIC MARYSVILLE,GARKA MILL CO INC","Cleanup Started","60 STATE AVE","MARYSVILLE","98270","Snohomish","Northwest","Northwest","48.0470143838423","-122.176205130988","9.49","$331,000.00","","","","False","Polycyclic Aromatic Hydrocarbons","Suspected","","Confirmed Above Cleanup Levels","","",""
"5275","2132059","Raplee Property","Standard 305192,STANDARD OIL STATION 30-5192 (FORMER)","Cleanup Started","9816 271ST ST NW","STANWOOD","98292","Snohomish","Northwest","Northwest","48.2420953873464","-122.365850304738","0.21","$150,000.00","","","","False","Benzene","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"5275","2132059","Raplee Property","Standard 305192,STANDARD OIL STATION 30-5192 (FORMER)","Cleanup Started","9816 271ST ST NW","STANWOOD","98292","Snohomish","Northwest","Northwest","48.2420953873464","-122.365850304738","0.21","$150,000.00","","","","False","Non-Halogenated Solvents","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"5275","2132059","Raplee Property","Standard 305192,STANDARD OIL STATION 30-5192 (FORMER)","Cleanup Started","9816 271ST ST NW","STANWOOD","98292","Snohomish","Northwest","Northwest","48.2420953873464","-122.365850304738","0.21","$150,000.00","","","","False","Petroleum-Diesel","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"5275","2132059","Raplee Property","Standard 305192,STANDARD OIL STATION 30-5192 (FORMER)","Cleanup Started","9816 271ST ST NW","STANWOOD","98292","Snohomish","Northwest","Northwest","48.2420953873464","-122.365850304738","0.21","$150,000.00","","","","False","Petroleum-Gasoline","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"5275","2132059","Raplee Property","Standard 305192,STANDARD OIL STATION 30-5192 (FORMER)","Cleanup Started","9816 271ST ST NW","STANWOOD","98292","Snohomish","Northwest","Northwest","48.2420953873464","-122.365850304738","0.21","$150,000.00","","","","False","Petroleum-Other","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"12515","22103","Geddes Marina","","Awaiting Cleanup","1326 1ST ST","MARYSVILLE","98270","Snohomish","Northwest","Northwest","48.048697867167","-122.179858832016","4.73","$400,000.00","","","","False","Arsenic","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"12515","22103","Geddes Marina","","Awaiting Cleanup","1326 1ST ST","MARYSVILLE","98270","Snohomish","Northwest","Northwest","48.048697867167","-122.179858832016","4.73","$400,000.00","","","","False","Lead","","","Confirmed Above Cleanup Levels","","",""
"12515","22103","Geddes Marina","","Awaiting Cleanup","1326 1ST ST","MARYSVILLE","98270","Snohomish","Northwest","Northwest","48.048697867167","-122.179858832016","4.73","$400,000.00","","","","False","Metals - Other","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","Confirmed Above Cleanup Levels","",""
"12515","22103","Geddes Marina","","Awaiting Cleanup","1326 1ST ST","MARYSVILLE","98270","Snohomish","Northwest","Northwest","48.048697867167","-122.179858832016","4.73","$400,000.00","","","","False","Non-Halogenated Solvents","","","","Confirmed Above Cleanup Levels","",""
"12515","22103","Geddes Marina","","Awaiting Cleanup","1326 1ST ST","MARYSVILLE","98270","Snohomish","Northwest","Northwest","48.048697867167","-122.179858832016","4.73","$400,000.00","","","","False","Other Non-Halogenated Organics","","","","Confirmed Above Cleanup Levels","",""
"12515","22103","Geddes Marina","","Awaiting Cleanup","1326 1ST ST","MARYSVILLE","98270","Snohomish","Northwest","Northwest","48.048697867167","-122.179858832016","4.73","$400,000.00","","","","False","Petroleum-Diesel","Confirmed Above Cleanup Levels","","","Confirmed Above Cleanup Levels","",""
"12515","22103","Geddes Marina","","Awaiting Cleanup","1326 1ST ST","MARYSVILLE","98270","Snohomish","Northwest","Northwest","48.048697867167","-122.179858832016","4.73","$400,000.00","","","","False","Petroleum-Other","Confirmed Above Cleanup Levels","","","Confirmed Above Cleanup Levels","",""
"12845","17078","Alderwood Laundry & Dry Cleaners","Lynnwood Public Facilities District,Maytag Center","Cleanup Started","3815 196TH ST SW","LYNNWOOD","98036","Snohomish","Northwest","Headquarters","47.8216775861199","-122.285080932541","1","$200,000.00","","","","False","Halogenated Solvents","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","Suspected",""
"64","723","CITY OPERATIONS COMPLEX","Proposed City Operations Complex,SPOKANE CITY WATER DEPT,SPOKANE WATER YARDS WATER DEPARTMENT,WATER YARDS WATER DEPARTMENT","Cleanup Started","HAMILTON & N FOOTHILLS DR","SPOKANE","99207","Spokane","Eastern","Eastern","47.6826019","-117.3979791","24","$200,000.00","","","","False","Benzene","","","Remediated-Below","","",""
"64","723","CITY OPERATIONS COMPLEX","Proposed City Operations Complex,SPOKANE CITY WATER DEPT,SPOKANE WATER YARDS WATER DEPARTMENT,WATER YARDS WATER DEPARTMENT","Cleanup Started","HAMILTON & N FOOTHILLS DR","SPOKANE","99207","Spokane","Eastern","Eastern","47.6826019","-117.3979791","24","$200,000.00","","","","False","Metals Priority Pollutants","","","Confirmed Above Cleanup Levels","","",""
"64","723","CITY OPERATIONS COMPLEX","Proposed City Operations Complex,SPOKANE CITY WATER DEPT,SPOKANE WATER YARDS WATER DEPARTMENT,WATER YARDS WATER DEPARTMENT","Cleanup Started","HAMILTON & N FOOTHILLS DR","SPOKANE","99207","Spokane","Eastern","Eastern","47.6826019","-117.3979791","24","$200,000.00","","","","False","Petroleum Products-Unspecified","","","Confirmed Above Cleanup Levels","","",""
"64","723","CITY OPERATIONS COMPLEX","Proposed City Operations Complex,SPOKANE CITY WATER DEPT,SPOKANE WATER YARDS WATER DEPARTMENT,WATER YARDS WATER DEPARTMENT","Cleanup Started","HAMILTON & N FOOTHILLS DR","SPOKANE","99207","Spokane","Eastern","Eastern","47.6826019","-117.3979791","24","$200,000.00","","","","False","Petroleum-Diesel","","","Confirmed Above Cleanup Levels","","",""
"64","723","CITY OPERATIONS COMPLEX","Proposed City Operations Complex,SPOKANE CITY WATER DEPT,SPOKANE WATER YARDS WATER DEPARTMENT,WATER YARDS WATER DEPARTMENT","Cleanup Started","HAMILTON & N FOOTHILLS DR","SPOKANE","99207","Spokane","Eastern","Eastern","47.6826019","-117.3979791","24","$200,000.00","","","","False","Petroleum-Gasoline","","","Remediated-Below","","",""
"64","723","CITY OPERATIONS COMPLEX","Proposed City Operations Complex,SPOKANE CITY WATER DEPT,SPOKANE WATER YARDS WATER DEPARTMENT,WATER YARDS WATER DEPARTMENT","Cleanup Started","HAMILTON & N FOOTHILLS DR","SPOKANE","99207","Spokane","Eastern","Eastern","47.6826019","-117.3979791","24","$200,000.00","","","","False","Petroleum-Other","","","Remediated-Below","","",""
"64","723","CITY OPERATIONS COMPLEX","Proposed City Operations Complex,SPOKANE CITY WATER DEPT,SPOKANE WATER YARDS WATER DEPARTMENT,WATER YARDS WATER DEPARTMENT","Cleanup Started","HAMILTON & N FOOTHILLS DR","SPOKANE","99207","Spokane","Eastern","Eastern","47.6826019","-117.3979791","24","$200,000.00","","","","False","Polycyclic Aromatic Hydrocarbons","","","Confirmed Above Cleanup Levels","","",""
"1317","675","River Front Properties","KENDALL YARDS,SUMMIT PROPERTIES,UPLAND INDUSTRIES","NFA","SUMMIT BLVD","SPOKANE","99201","Spokane","Eastern","Eastern","47.66184","-117.44882","77","$2,446,000.00","","","","False","Metals Priority Pollutants","","","Remediated","","",""
"1317","675","River Front Properties","KENDALL YARDS,SUMMIT PROPERTIES,UPLAND INDUSTRIES","NFA","SUMMIT BLVD","SPOKANE","99201","Spokane","Eastern","Eastern","47.66184","-117.44882","77","$2,446,000.00","","","","False","Petroleum Products-Unspecified","","","Remediated","","",""
"1317","675","River Front Properties","KENDALL YARDS,SUMMIT PROPERTIES,UPLAND INDUSTRIES","NFA","SUMMIT BLVD","SPOKANE","99201","Spokane","Eastern","Eastern","47.66184","-117.44882","77","$2,446,000.00","","","","False","Polycyclic Aromatic Hydrocarbons","","","Remediated","","",""
"3233","45389238","Becks Radiator Shop","Beck's radiator Shop","Awaiting Cleanup","108 N NAPA ST","SPOKANE","99202","Spokane","Eastern","Eastern","47.658453","-117.380905","0.14","$27,000.00","","","","False","Corrosive Wastes","","","Confirmed Above Cleanup Levels","","",""
"3233","45389238","Becks Radiator Shop","Beck's radiator Shop","Awaiting Cleanup","108 N NAPA ST","SPOKANE","99202","Spokane","Eastern","Eastern","47.658453","-117.380905","0.14","$27,000.00","","","","False","Lead","","","Confirmed Above Cleanup Levels","","",""
"3233","45389238","Becks Radiator Shop","Beck's radiator Shop","Awaiting Cleanup","108 N NAPA ST","SPOKANE","99202","Spokane","Eastern","Eastern","47.658453","-117.380905","0.14","$27,000.00","","","","False","Metals - Other","","","Confirmed Above Cleanup Levels","","",""
"3233","45389238","Becks Radiator Shop","Beck's radiator Shop","Awaiting Cleanup","108 N NAPA ST","SPOKANE","99202","Spokane","Eastern","Eastern","47.658453","-117.380905","0.14","$27,000.00","","","","False","Petroleum Products-Unspecified","","","Confirmed Above Cleanup Levels","","",""
"13026","11445","Riverfront Park Spokane","","Cleanup Started","507 N HOWARD ST","SPOKANE","99201","Spokane","Eastern","Eastern","47.66239","-117.42149","56","$600,000.00","","100","","False","Arsenic","","","Confirmed Above Cleanup Levels","","",""
"13026","11445","Riverfront Park Spokane","","Cleanup Started","507 N HOWARD ST","SPOKANE","99201","Spokane","Eastern","Eastern","47.66239","-117.42149","56","$600,000.00","","100","","False","Lead","","","Confirmed Above Cleanup Levels","","",""
"13026","11445","Riverfront Park Spokane","","Cleanup Started","507 N HOWARD ST","SPOKANE","99201","Spokane","Eastern","Eastern","47.66239","-117.42149","56","$600,000.00","","100","","False","Metals - Other","","","Confirmed Above Cleanup Levels","","",""
"13026","11445","Riverfront Park Spokane","","Cleanup Started","507 N HOWARD ST","SPOKANE","99201","Spokane","Eastern","Eastern","47.66239","-117.42149","56","$600,000.00","","100","","False","Petroleum-Diesel","","","Confirmed Above Cleanup Levels","","",""
"13026","11445","Riverfront Park Spokane","","Cleanup Started","507 N HOWARD ST","SPOKANE","99201","Spokane","Eastern","Eastern","47.66239","-117.42149","56","$600,000.00","","100","","False","Polycyclic Aromatic Hydrocarbons","","","Confirmed Above Cleanup Levels","","",""
"13308","4752","City of Spokane CSO 34-1","Spokane City CSO 34-1","NFA","2110 E RIVERSIDE AVE","SPOKANE","99201","Spokane","Eastern","Eastern","47.65736","-117.4432","0.823","$20,000.00","","","","False","Polychlorinated biPhenyls (PCB)","","","Remediated-Below","","",""
"2010","3024394","318 STATE AVE NE OLYMPIA","318 STATE AVE OLYMPIA,WA STATE VACANT PROPERTY,WSDOT TESTING LABORATORY","Cleanup Started","318 STATE AVE NE","OLYMPIA","98501","Thurston","Southwest","Southwest","47.0461956700575","-122.898825714197","0.25","$79,250.00","","","","False","Arsenic","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"2010","3024394","318 STATE AVE NE OLYMPIA","318 STATE AVE OLYMPIA,WA STATE VACANT PROPERTY,WSDOT TESTING LABORATORY","Cleanup Started","318 STATE AVE NE","OLYMPIA","98501","Thurston","Southwest","Southwest","47.0461956700575","-122.898825714197","0.25","$79,250.00","","","","False","Halogenated Organics","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"2010","3024394","318 STATE AVE NE OLYMPIA","318 STATE AVE OLYMPIA,WA STATE VACANT PROPERTY,WSDOT TESTING LABORATORY","Cleanup Started","318 STATE AVE NE","OLYMPIA","98501","Thurston","Southwest","Southwest","47.0461956700575","-122.898825714197","0.25","$79,250.00","","","","False","Metals - Other","Suspected","","Confirmed Above Cleanup Levels","","",""
"2010","3024394","318 STATE AVE NE OLYMPIA","318 STATE AVE OLYMPIA,WA STATE VACANT PROPERTY,WSDOT TESTING LABORATORY","Cleanup Started","318 STATE AVE NE","OLYMPIA","98501","Thurston","Southwest","Southwest","47.0461956700575","-122.898825714197","0.25","$79,250.00","","","","False","Metals Priority Pollutants","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"2010","3024394","318 STATE AVE NE OLYMPIA","318 STATE AVE OLYMPIA,WA STATE VACANT PROPERTY,WSDOT TESTING LABORATORY","Cleanup Started","318 STATE AVE NE","OLYMPIA","98501","Thurston","Southwest","Southwest","47.0461956700575","-122.898825714197","0.25","$79,250.00","","","","False","Petroleum Products-Unspecified","","","Confirmed Above Cleanup Levels","","",""
"2010","3024394","318 STATE AVE NE OLYMPIA","318 STATE AVE OLYMPIA,WA STATE VACANT PROPERTY,WSDOT TESTING LABORATORY","Cleanup Started","318 STATE AVE NE","OLYMPIA","98501","Thurston","Southwest","Southwest","47.0461956700575","-122.898825714197","0.25","$79,250.00","","","","False","Polychlorinated biPhenyls (PCB)","","","Confirmed Above Cleanup Levels","","",""
